timestamp,device_id,temperature_c,current_amps,vibration_rms_g,days_to_failure,failure_mode
2025-06-26 08:57:01.937852,motor_1,45.506745647414505,5.618652715099001,0.23526110227135477,-1,Normal
2025-06-26 09:07:01.937852,motor_1,43.556689257588204,6.178272537879872,0.3055555270440886,-1,Normal
2025-06-26 09:17:01.937852,motor_1,46.30674396304423,5.423550217340118,0.23143327682477383,-1,Normal
2025-06-26 09:27:01.937852,motor_1,46.84510853426272,6.103149138210012,0.26967147499779176,-1,Normal
2025-06-26 09:37:01.937852,motor_1,44.833247255601016,5.824671442921555,0.2978347797051089,-1,Normal
2025-06-26 09:47:01.937852,motor_1,43.37541368424746,7.049738924943847,0.2476967881150818,-1,Normal
2025-06-26 09:57:01.937852,motor_1,43.17529584262836,5.478468719805793,0.25280331723508825,-1,Normal
2025-06-26 10:07:01.937852,motor_1,45.43424074785264,5.9108902932993885,0.25339123105485944,-1,Normal
2025-06-26 10:17:01.937852,motor_1,44.53411436321358,5.945927478199934,0.22100415391614534,-1,Normal
2025-06-26 10:27:01.937852,motor_1,42.2840737705417,5.413425323640147,0.2758470959164694,-1,Normal
2025-06-26 10:37:01.937852,motor_1,47.77663567043791,6.377238781232769,0.2896193147384709,-1,Normal
2025-06-26 10:47:01.937852,motor_1,49.0081174902675,5.808188980140202,0.2617949548838182,-1,Normal
2025-06-26 10:57:01.937852,motor_1,44.14551217999935,6.3995985902177335,0.3015382608572447,-1,Normal
2025-06-26 11:07:01.937852,motor_1,46.01893703820443,5.513807401502525,0.3064116770837083,-1,Normal
2025-06-26 11:17:01.937852,motor_1,46.53083932109661,6.5036941031460245,0.2922736084949362,-1,Normal
2025-06-26 11:27:01.937852,motor_1,45.52820639222691,5.286608147072529,0.24190180497902547,-1,Normal
2025-06-26 11:37:01.937852,motor_1,44.54025474278373,5.411247185836532,0.19098575438196946,-1,Normal
2025-06-26 11:47:01.937852,motor_1,47.248289722757605,5.76026223600728,0.21527701450442144,-1,Normal
2025-06-26 11:57:01.937852,motor_1,49.52342645132439,5.882153114319997,0.1624351816048265,-1,Normal
2025-06-26 12:07:01.937852,motor_1,44.681603565428226,6.734402709070258,0.3029272416321234,-1,Normal
2025-06-26 12:17:01.937852,motor_1,42.720536892798854,5.584276150255773,0.30349970127117204,-1,Normal
2025-06-26 12:27:01.937852,motor_1,45.05045458308831,5.405231364535749,0.17877036989549133,-1,Normal
2025-06-26 12:37:01.937852,motor_1,46.845254214825154,5.500107179480911,0.20837611940867848,-1,Normal
2025-06-26 12:47:01.937852,motor_1,44.27412626576498,5.597024222922134,0.24457029847764847,-1,Normal
2025-06-26 12:57:01.937852,motor_1,40.78334004463664,6.342577881077522,0.30524021400593904,-1,Normal
2025-06-26 13:07:01.937852,motor_1,42.162355848820084,5.709245048192292,0.21448607147795182,-1,Normal
2025-06-26 13:17:01.937852,motor_1,40.46034757052339,6.667419118829707,0.26632725821914316,-1,Normal
2025-06-26 13:27:01.937852,motor_1,42.639094189929565,6.350558381878194,0.25397961237944794,-1,Normal
2025-06-26 13:37:01.937852,motor_1,43.80998277748336,5.811123422042506,0.29010821198444614,-1,Normal
2025-06-26 13:47:01.937852,motor_1,46.79971044961966,6.463006319877148,0.20702581971400377,-1,Normal
2025-06-26 13:57:01.937852,motor_1,46.20722370472034,6.1662585258498295,0.2812276913209966,-1,Normal
2025-06-26 14:07:01.937852,motor_1,47.49299623621738,5.837270228574993,0.217024358296456,-1,Normal
2025-06-26 14:17:01.937852,motor_1,43.79795187001838,6.560401464925369,0.23229951870040935,-1,Normal
2025-06-26 14:27:01.937852,motor_1,46.71385915074629,6.26125001622047,0.29841395315879776,-1,Normal
2025-06-26 14:37:01.937852,motor_1,46.855516300111766,4.968353133271274,0.28554904886049653,-1,Normal
2025-06-26 14:47:01.937852,motor_1,43.63690869610696,5.833129575818509,0.2863025569721206,-1,Normal
2025-06-26 14:57:01.937852,motor_1,43.85616039408317,5.2181168414214625,0.2688793488135501,-1,Normal
2025-06-26 15:07:01.937852,motor_1,45.67078806667884,5.924985592489016,0.21347690920693674,-1,Normal
2025-06-26 15:17:01.937852,motor_1,46.8977084498393,5.946657951884749,0.21374074643759167,-1,Normal
2025-06-26 15:27:01.937852,motor_1,44.08178957652822,5.088693778413105,0.22255694470600682,-1,Normal
2025-06-26 15:37:01.937852,motor_1,46.32749373879029,6.331440858331231,0.26178255342149437,-1,Normal
2025-06-26 15:47:01.937852,motor_1,47.78170642290888,5.904498899262694,0.25041768062379216,-1,Normal
2025-06-26 15:57:01.937852,motor_1,45.57709257675165,5.991230981465372,0.19120172187890205,-1,Normal
2025-06-26 16:07:01.937852,motor_1,45.85099439828922,5.749136208811192,0.2815000178617928,-1,Normal
2025-06-26 16:17:01.937852,motor_1,47.04143754536492,6.477161826950144,0.32254559113905035,-1,Normal
2025-06-26 16:27:01.937852,motor_1,46.37573733617282,6.301956870274381,0.15979628724370404,-1,Normal
2025-06-26 16:37:01.937852,motor_1,48.987816972523504,6.318281057113682,0.2884714465737308,-1,Normal
2025-06-26 16:47:01.937852,motor_1,51.51625918249601,6.387830623720405,0.30803058471701916,-1,Normal
2025-06-26 16:57:01.937852,motor_1,47.29049421632169,5.776366208531488,0.26675086791070063,-1,Normal
2025-06-26 17:07:01.937852,motor_1,46.115556683295296,6.198955242026395,0.2658168255901164,-1,Normal
2025-06-26 17:17:01.937852,motor_1,46.32630456781066,5.35612469063495,0.23685611020137162,-1,Normal
2025-06-26 17:27:01.937852,motor_1,45.50812118450617,6.047513876229437,0.2976691155382416,-1,Normal
2025-06-26 17:37:01.937852,motor_1,47.24334019958783,5.990653569389424,0.27541141742618774,-1,Normal
2025-06-26 17:47:01.937852,motor_1,42.54576663537254,6.85617000028103,0.22832808766476886,-1,Normal
2025-06-26 17:57:01.937852,motor_1,44.65018647858837,5.983511521622656,0.2005846756871748,-1,Normal
2025-06-26 18:07:01.937852,motor_1,43.18649679283234,5.622913097187909,0.1961268223124172,-1,Normal
2025-06-26 18:17:01.937852,motor_1,42.69336265419174,6.175501478003273,0.23059906447846434,-1,Normal
2025-06-26 18:27:01.937852,motor_1,46.00920989558218,6.064586092987733,0.3110519792108341,-1,Normal
2025-06-26 18:37:01.937852,motor_1,40.37205494329875,6.311086022589437,0.1921656547475371,-1,Normal
2025-06-26 18:47:01.937852,motor_1,43.18172093384939,7.389405413059998,0.17719410348255976,-1,Normal
2025-06-26 18:57:01.937852,motor_1,47.488271606285586,5.63357738501422,0.28565019726262064,-1,Normal
2025-06-26 19:07:01.937852,motor_1,45.29992952171694,6.132770983593052,0.24009115341650647,-1,Normal
2025-06-26 19:17:01.937852,motor_1,45.173263822900275,6.482286805619277,0.3423359962131576,-1,Normal
2025-06-26 19:27:01.937852,motor_1,45.469633466901065,6.3046969578879875,0.1905984819159929,-1,Normal
2025-06-26 19:37:01.937852,motor_1,46.48283788104864,5.935680867235527,0.28496744977172334,-1,Normal
2025-06-26 19:47:01.937852,motor_1,48.662925697446084,6.8852245263653895,0.30905675648270176,-1,Normal
